,id,day,screen,call,social,sms,builtin,utilities,arousal,finance,unknown,valence,office,activity,game,entertainment,weather,communication,travel,other,mood
41,AS14.01,2014-04-05,3340.4309999942784,,363.208,,15159.189999999997,118.956,-0.4,,,0.6,,0.1190023022034455,,76.369,,1885.409,187.945,81.133,6.8
42,AS14.01,2014-04-06,7467.321999788282,4.0,321.46,,4548.662,46.249,-0.75,,,0.5,,0.0644077994424681,114.406,187.214,,3355.7430000000013,,119.12,6.5
43,AS14.01,2014-04-07,9846.380999803543,1.0,1475.418,,927.3769999999998,205.81100000000004,-0.6666666666666666,46.128,,0.25,17.107,0.0506706211743178,,447.121,,7355.015000000001,60.247,170.34799999999998,6.5
44,AS14.01,2014-04-08,15101.13200187683,1.0,2655.121,,892.6889999999997,36.143,-0.4,19.131,,0.3333333333333333,,0.0753270582613484,,3466.479,,9477.553000000002,,209.51399999999995,6.6
45,AS14.01,2014-04-09,13558.289000988008,4.0,2826.3500000000004,,1638.6170000000004,577.359,-0.8,,,1.0,,0.1203841145323287,,940.77,,6177.075999999999,,346.654,7.4
46,AS14.01,2014-04-10,9296.098999261858,7.0,1174.7170000000003,,715.3549999999997,377.687,-0.4,,,0.8,23.195,0.078963105194891,1.059,1858.8930000000005,,4881.411,,107.919,7.4
47,AS14.01,2014-04-11,10526.846000194551,,596.807,,3369.0309999999995,214.648,-1.2,94.093,,0.8,,0.0799862020730605,,1976.138,,3336.592000000001,34.234,51.452,7.0
48,AS14.01,2014-04-12,11750.809000968926,,264.432,,302.44599999999986,352.39199999999994,-0.75,,,0.75,,0.0722490614703181,,2186.482,,6595.082999999998,5.031,79.033,7.25
49,AS14.01,2014-04-13,2005.7509992122657,,34.501999999999995,,447.415,,-1.25,82.413,,1.0,,0.0140213289543707,,249.392,,1096.7949999999996,,94.209,8.0
50,AS14.01,2014-04-14,17985.447999238968,1.0,2921.985,1.0,961.581,986.014,-1.2,89.32300000000001,,0.6,,0.0838873144698841,,6265.556,,6486.2840000000015,29.104,145.09600000000003,7.2
51,AS14.01,2014-04-15,13585.222998380666,8.0,4428.210000000001,1.0,1596.3559999999995,279.79299999999995,0.0,13.043,,0.8,,0.0901121527807252,,944.5220000000002,,6224.230999999999,8.363,110.415,6.4
52,AS14.01,2014-04-16,12522.47499895096,,1912.852,1.0,923.613,223.587,0.75,,,0.5,,0.1161103361271222,,426.734,,5175.016,,40.784,7.2
53,AS14.01,2014-04-17,15018.480000734336,2.0,2107.146,,552.201,49.718,-0.4,,,0.6,,0.0569178566720968,,142.241,,11853.338999999998,,53.763000000000005,6.6
54,AS14.01,2014-04-18,13490.728999614708,1.0,1993.922,,1860.898,88.68,-0.8,119.163,,0.8,,0.094033006694976,,774.354,,5341.656999999999,63.874,47.789,6.8
55,AS14.01,2014-04-19,13293.2480006218,1.0,396.672,,946.1899999999996,305.79600000000005,-0.2,95.629,,1.0,,0.0994319117238402,29.084,469.274,,2728.26,128.89,31.482,7.8
56,AS14.01,2014-04-20,8343.518000364305,2.0,2237.742,2.0,897.0860000000001,121.035,-0.25,10.606,,0.75,,0.0748162430431159,,727.492,,4984.723999999999,,34.202,7.25
57,AS14.01,2014-04-21,3832.9909992218018,2.0,428.972,,3442.2319999999986,210.882,-0.25,33.266,,1.0,,0.1020410589682471,,74.88000000000001,,2004.3470000000004,68.278,58.04899999999999,7.6
58,AS14.01,2014-04-22,15490.269999265667,2.0,1422.5479999999998,,2212.954000000001,423.215,0.2,38.453,,1.0,,0.091929551822292,,1101.017,,11360.913000000008,,63.16,7.4
59,AS14.01,2014-04-23,14535.339999437334,1.0,526.598,,1130.8420000000003,246.944,0.2,18.051,,1.0,,0.0459856891337655,,347.4270000000001,,8928.471999999996,,42.398,7.6
60,AS14.01,2014-04-24,22086.478000164043,1.0,2688.536,,1466.2709999999988,716.1970000000001,-0.4,209.937,,1.0,,0.0509029881940342,,4464.974999999999,,9692.133000000002,51.184,31.933,7.6
61,AS14.01,2014-04-25,13973.941999673843,2.0,2227.694,1.0,817.6129999999997,347.974,-0.2,21.071,,0.8,,0.1090610636368274,,650.8319999999999,,7279.144,63.316,68.847,7.2
62,AS14.01,2014-04-26,15482.018999338148,3.0,2368.377,4.0,864.5189999999998,315.7629999999999,-0.2,27.267,3.148,1.0,,0.214248771624235,,125.556,,2567.8570000000004,470.773,46.205,7.6
63,AS14.01,2014-04-27,5700.562000036243,,27.47,,1291.3139999999996,60.338,0.0,,,1.0,,0.0304789237989636,,1510.221,,2431.498,,1056.684,7.5
64,AS14.01,2014-04-28,10807.829999685286,2.0,2423.933,,1312.001,380.193,-0.8,465.253,,0.8,,0.0196753225383989,,1548.438,,4697.372000000001,,72.584,7.6
65,AS14.01,2014-04-29,7873.291999101639,,411.485,,5289.913000000001,410.436,-0.25,,,1.0,,0.1027582485295044,333.305,1562.5330000000004,,3834.644999999999,41.982,40.472,7.0
66,AS14.01,2014-04-30,9175.6049990654,1.0,89.16599999999998,,844.9630000000002,112.295,-0.4,375.022,,0.75,,0.1510514590407472,,504.862,,3550.6179999999995,272.798,185.783,7.8
67,AS14.01,2014-05-01,15516.951998472214,7.0,4918.942000000001,4.0,1876.113,269.569,-0.4,1321.1039999999996,,1.0,28.098,0.037065268147657,,470.866,,8191.410000000003,,44.43,8.0
68,AS14.01,2014-05-02,15088.51900076866,,771.266,,795.4359999999997,11.083,-0.2,1069.748,,1.0,,0.0773410192967756,,352.88800000000003,,7925.917999999999,,32.443,7.6
69,AS14.01,2014-05-03,8186.036000728606,,205.602,1.0,753.2569999999997,125.60500000000002,-0.2,296.313,30.102,1.0,,0.071740884895172,,2761.9500000000003,,4539.775999999998,143.631,40.569,8.0
70,AS14.01,2014-05-04,5889.194999456405,,494.677,,1758.4379999999996,,-0.5,,,1.0,,0.1361918083770383,,928.406,,3381.6890000000003,,35.525000000000006,8.0
71,AS14.01,2014-05-05,1788.7339999675771,,25.104,,438.347,264.331,,,,,,0.0078425954521073,,318.514,,826.7869999999999,,,
104,AS14.02,2014-03-21,11155.850999116892,10.0,388.021,1.0,2230.3030000000017,,-0.75,,,0.75,,0.2896279249001075,,459.604,,2858.4460000000013,442.296,37.944,7.5
105,AS14.02,2014-03-22,7589.562002897266,25.0,408.667,1.0,1930.265999999999,,-1.0,,,-0.5,,0.4460436868329013,,662.9110000000001,,1852.2560000000003,780.617,43.204,6.5
106,AS14.02,2014-03-23,4528.527000665666,8.0,171.994,1.0,894.506,,-1.0,,,0.0,,0.2696971570335323,,388.098,,1839.899,1263.189,61.865,6.25
107,AS14.02,2014-03-24,2766.64899945259,5.0,232.801,,1073.4960000000003,,0.2,,,-0.2,,0.1561246625014999,,532.013,,3012.181,,81.80799999999999,6.4
108,AS14.02,2014-03-25,4637.388000011445,7.0,148.447,,2806.931,,-1.25,,,0.75,,0.2305136548564537,,459.589,,2788.751,,50.375,7.75
109,AS14.02,2014-03-26,6069.630000829695,5.0,1562.023,,1736.7440000000004,,-1.2,,,0.4,,0.2939534624058421,,767.1449999999999,,2533.849,,41.95,7.2
110,AS14.02,2014-03-27,5746.980998754502,3.0,81.366,,2267.124,67.16300000000001,0.0,,,0.5,,0.228849008922151,,490.78100000000006,,2997.043000000002,,731.8529999999998,7.25
111,AS14.02,2014-03-28,3969.580999135972,8.0,2717.2150000000006,2.0,1053.115,,-0.6,,,0.6,,0.2615983280781395,,707.6400000000001,,1245.1270000000002,,125.669,6.8
112,AS14.02,2014-03-29,4403.242997646333,4.0,523.8539999999999,,17416.28,,-0.75,,,0.25,,0.4324693550603951,,1063.268,,2141.489,501.6439999999999,52.841,7.25
113,AS14.02,2014-03-30,3937.041998863219,10.0,322.901,1.0,772.7870000000001,,-1.0,,,0.75,,0.2418873087939678,,1278.594,,1110.8560000000002,,113.228,7.0
114,AS14.02,2014-03-31,4774.145999193192,14.0,2038.631,2.0,1186.2989999999995,,-0.8,,,0.4,,0.1563729236642765,,354.9650000000001,,2481.322,,81.741,7.2
115,AS14.02,2014-04-01,3297.737997055054,2.0,191.121,1.0,2790.014,,-0.2,,,0.8,,0.2619605321890544,,76.976,,1322.61,345.20000000000005,186.413,7.4
116,AS14.02,2014-04-02,6883.828001737594,2.0,317.901,,1964.21,,-0.6,,,-0.2,,0.3191205617996335,,1021.454,,2942.423,,128.74400000000003,6.4
117,AS14.02,2014-04-03,6814.300000905989,2.0,122.421,,1269.299000000001,,-0.25,,,0.0,,0.3225058399099886,,548.787,,3595.431,318.294,56.13199999999999,5.75
118,AS14.02,2014-04-04,3653.3700008392334,5.0,141.32000000000002,,1121.6890000000003,,-1.2,,,0.2,,0.2272703566089604,,809.7279999999998,,2809.436,,148.852,6.4
119,AS14.02,2014-04-05,13067.926001548763,9.0,258.611,1.0,1957.0869999999984,,0.0,,,0.6,,0.3219197224805253,,794.484,,2309.659,388.071,100.897,7.4
120,AS14.02,2014-04-06,3649.967998504639,6.0,391.5420000000001,,576.3849999999999,,-1.0,,,-1.25,,0.2152095201608524,,618.9800000000002,,1224.322,,30.011000000000003,4.5
121,AS14.02,2014-04-07,6366.526998281478,2.0,2008.184,,1482.948,,0.0,,,0.6,,0.1365237343960996,,737.916,,3761.179000000001,,106.148,6.8
122,AS14.02,2014-04-08,4079.151999473573,10.0,636.2529999999999,1.0,1184.777999999999,,-0.25,,,0.5,,0.261951037621564,,193.48,,2265.855,,134.434,6.25
123,AS14.02,2014-04-09,5757.426000595092,12.0,294.321,1.0,1427.0219999999997,,-0.5,,,0.25,,0.2472098480448902,,627.2359999999999,,2255.544999999999,,61.397,7.25
124,AS14.02,2014-04-10,7844.238998651504,1.0,566.807,1.0,1303.4519999999998,2.045,0.25,,,0.75,,0.2607506038432932,,695.324,,2726.237,525.1129999999999,141.214,7.25
125,AS14.02,2014-04-11,5810.030001163483,7.0,319.6449999999999,1.0,1548.1919999999996,,-0.5,,,0.5,,0.4244814273084368,,700.7239999999999,,2343.792999999999,630.9290000000002,136.128,6.5
126,AS14.02,2014-04-12,3658.8190011978154,6.0,157.19199999999998,1.0,1826.6679999999992,6.986,-2.0,,,-1.0,,0.3783017333120428,,,,1516.767,362.18500000000006,11.016,6.0
127,AS14.02,2014-04-13,2174.870997667313,1.0,123.07099999999998,,510.9129999999998,,-0.6,,,0.4,,0.2898201182827999,,371.5200000000001,,855.2189999999998,159.64600000000002,79.11199999999998,7.2
128,AS14.02,2014-04-14,2773.043000936509,8.0,56.817,7.0,809.9719999999998,84.48800000000001,0.75,,,1.0,,0.1870740501721279,,95.772,,1822.477,,21.182,8.0
129,AS14.02,2014-04-15,701.2870004177096,14.0,25.386000000000003,1.0,98.26600000000002,,-0.5,,,0.5,,0.1736288831786874,,19.658,,445.917,,,7.25
130,AS14.02,2014-04-16,109.28399968147278,16.0,,1.0,125.133,,-0.3333333333333333,,,0.3333333333333333,,0.3532763532763534,,,,,,,6.666666666666667
131,AS14.02,2014-04-17,41.23499965667722,10.0,,7.0,2.007,,0.25,,,0.0,,0.4700854700854705,,,,37.601,,,6.5
132,AS14.02,2014-04-18,,3.0,,,,,0.0,,,0.0,,,,,,,,,6.5
133,AS14.02,2014-04-19,187.3220000267031,1.0,,,10.09,,-0.6666666666666666,,,-0.3333333333333333,,0.5,,,,72.341,,,5.666666666666667
134,AS14.02,2014-04-20,,9.0,,3.0,,,-0.6666666666666666,,,0.0,,,,,,,,,5.0
135,AS14.02,2014-04-21,,8.0,,,,,-0.5,,,-0.5,,,,,,,,,5.5
136,AS14.02,2014-04-22,13.08000016212468,15.0,106.887,2.0,,,-1.3333333333333333,,,-0.3333333333333333,,0.075,,,,,,,5.666666666666667
137,AS14.02,2014-04-23,,7.0,,1.0,,,0.0,,,0.5,,0.142857142857143,,,,,,,5.5
138,AS14.02,2014-04-24,,,,,,,-0.5,,,-0.5,,0.0344827586206897,,,,,,,7.0
139,AS14.02,2014-04-25,,,,,,,-1.0,,,1.0,,,,,,,,,9.0
168,AS14.03,2014-03-21,1664.9540009498596,5.0,,2.0,168.05500000000004,,1.0,,,2.0,10.046,,,946.017,,1724.7390000000005,,543.588,9.0
169,AS14.03,2014-03-22,2643.5370004177103,8.0,,1.0,482.0879999999999,4.35,0.8,,,1.0,,0.1913883086450861,,3915.524,,458.49500000000006,168.54500000000002,89.216,7.8
170,AS14.03,2014-03-23,5048.337000608444,1.0,,1.0,492.576,,-0.2,36.364,,1.2,161.998,0.1002466983942116,,1741.3910000000003,44.854,1503.1219999999996,275.405,251.529,8.2
171,AS14.03,2014-03-24,6248.045999526978,3.0,,,92.246,5.136,-0.6,105.217,11.064,1.4,125.32500000000002,0.090740222421567,,3908.043,,2282.3359999999984,,851.0169999999999,7.8
172,AS14.03,2014-03-25,3791.112000226975,6.0,,1.0,1044.495,28.843,-0.4,447.543,47.324,1.2,141.076,0.1327682855234919,,1351.4160000000004,,1305.0980000000002,,133.63,7.8
173,AS14.03,2014-03-26,3985.9769988059993,1.0,,,118.639,,0.5,87.141,7.649,1.0,20.684,0.091153201140304,,2355.873,,1294.7889999999993,12.84,72.68,8.25
174,AS14.03,2014-03-27,3275.632001638411,3.0,,1.0,588.3359999999999,17.490000000000002,0.25,,,0.5,13.437,0.1031957536987308,,1653.7570000000003,,931.6620000000004,,60.032,7.75
175,AS14.03,2014-03-28,3250.441998243332,3.0,,,277.52599999999995,7.045,-0.5,,63.787000000000006,1.5,46.206,0.1046792879790665,,3351.790999999999,,940.8789999999998,,246.37600000000003,8.0
176,AS14.03,2014-03-29,2261.391000509263,,,1.0,19.31,,-0.2,49.371,,1.6,,0.1633773377586506,,2529.2280000000005,,152.928,,104.425,8.6
177,AS14.03,2014-03-30,3568.718999385834,1.0,,,12.869,,-0.2,,35.267,1.0,26.284,0.1646507152666788,,2039.814,31.955,1223.6230000000005,,186.054,8.4
178,AS14.03,2014-03-31,9398.243999958037,3.0,,1.0,2044.996,5.16,0.4,77.49100000000001,,0.6,,0.0836335845955086,,1699.4680000000003,,4412.684999999997,,98.78600000000002,7.4
179,AS14.03,2014-04-01,3205.793999433517,2.0,,,543.663,,0.4,58.641,,0.4,62.49,0.097414340146311,,1626.554,,711.7979999999999,,203.234,7.6
180,AS14.03,2014-04-02,3364.240000724794,2.0,,,854.1979999999999,,0.2,65.43900000000001,,0.6,18.699,0.0786881382869165,,1981.5039999999997,,820.5580000000001,54.145,98.842,7.4
181,AS14.03,2014-04-03,2312.74599981308,1.0,,,19586.766,29.197000000000003,0.0,72.10300000000001,20.192,1.0,,0.0836364543999837,,2093.1600000000008,,685.1839999999999,,91.237,7.8
182,AS14.03,2014-04-04,3231.443998813628,,,3.0,617.093,,0.2,47.284,315.509,1.4,6.163,0.0871065604162596,,1371.5649999999998,,804.0909999999999,,902.67,7.8
183,AS14.03,2014-04-05,3852.661998987194,6.0,,,263.059,,1.2,,,1.0,106.486,0.1144279376296362,,2295.814,,1110.404,19.696,60.862,7.6
184,AS14.03,2014-04-06,6028.5489985942895,,,,11.063,,0.2,,23.094,0.8,,0.076772015485237,,4234.200000000001,,730.3430000000001,,1024.5929999999998,6.8
185,AS14.03,2014-04-07,5035.644999742507,2.0,,,596.0109999999999,,0.2,88.197,82.764,1.0,124.681,0.1440639367890296,,2513.812000000001,,1787.4449999999997,,72.08200000000001,7.4
186,AS14.03,2014-04-08,4475.891999959949,2.0,,1.0,873.53,,0.4,27.089,11.128,1.2,1494.864,0.1038308889653645,,1307.6369999999995,,683.3639999999999,,70.913,7.4
187,AS14.03,2014-04-09,1773.7219996452322,,,,23.843000000000004,,0.6,31.735,50.254,1.0,16.27,0.0921222333052219,,984.3600000000002,,763.8649999999999,,74.42000000000002,7.8
188,AS14.03,2014-04-10,7018.261001348491,,13.22,2.0,103.689,,0.4,,2239.937,1.0,5.217,0.1080663991151945,,2776.328,,1778.9790000000007,,95.092,7.4
189,AS14.03,2014-04-11,4983.920999288562,,,,102.159,4.513,0.2,17.149,28.343,1.0,9.16,0.1201880832717655,,3128.489,,1698.898,,354.0920000000001,7.6
190,AS14.03,2014-04-12,2492.8179993629456,6.0,,,19477.058999999997,9.33,0.3333333333333333,,21.096,1.0,,0.1270373422712845,,12054.726,,229.648,,1072.477,7.666666666666667
191,AS14.03,2014-04-13,7752.552998781202,1.0,,1.0,1391.4610000000002,,0.2,,,1.0,643.756,0.0781375421662017,,3217.933999999999,,2391.052,,4335.307,7.4
192,AS14.03,2014-04-14,4230.447000265119,,41.365,1.0,1808.078,17.303,0.0,28.19,11.226,0.8,8.073,0.0928962657178071,,1152.6689999999994,,3571.216999999999,,58.008,7.0
193,AS14.03,2014-04-15,3964.784998178483,6.0,,,726.5,,0.2,,12.082,0.8,6.025,0.1195549985213912,,1850.041999999999,,2245.302,,100.235,7.6
194,AS14.03,2014-04-16,5334.567000150679,2.0,,,244.23899999999995,7.662,0.8,18.113,38.228,1.0,33.186,0.1147681692149471,,3481.064,,1454.3010000000004,,175.37999999999997,8.0
195,AS14.03,2014-04-17,5006.50600028038,4.0,,2.0,1816.3600000000008,31.331,0.25,172.576,101.287,0.75,,0.1408592463523663,,1159.785,,2048.286,,167.096,7.25
196,AS14.03,2014-04-18,6253.73700046539,6.0,,,1751.5780000000004,7.954,0.0,,18.267,1.0,183.844,0.0738760828994091,,4304.597,,1206.113,,47.28200000000001,7.5
197,AS14.03,2014-04-19,1441.9180002212522,4.0,,1.0,117.624,,0.6,,,0.8,,0.208229777089402,,66.705,,1155.189,69.034,53.494,7.8
198,AS14.03,2014-04-20,3489.1269993782043,3.0,,2.0,489.6720000000001,,0.25,,225.16000000000005,1.0,,0.1468526372239469,,1528.488,,993.9860000000002,26.617,49.111,7.5
199,AS14.03,2014-04-21,6019.938000440603,3.0,,,723.0600000000001,5.461,0.2,23.194,,1.0,,0.0208458050307714,,4016.524,,242.136,167.219,1681.2969999999998,7.4
200,AS14.03,2014-04-22,3493.3910002708426,,,,126.094,,0.4,,23.108,0.8,39.548,0.092855614460823,,2342.3850000000007,,1806.5020000000004,,73.49100000000001,7.6
201,AS14.03,2014-04-23,4272.427999734879,,,1.0,145.374,,0.6,159.123,24.156,0.8,,0.1203897193369118,,2393.7420000000016,,1479.5619999999997,,58.527,7.0
202,AS14.03,2014-04-24,4893.604000329971,,,,115.675,,-0.2,52.354,17.439,1.0,,0.1060010922360682,,1748.1069999999995,,2815.141,,159.01399999999998,7.4
203,AS14.03,2014-04-25,10863.719999790188,,,,42.124,10.174,-1.0,43.303,54.501,1.0,178.498,0.1061676182204839,,3332.9510000000005,,7931.976000000001,,57.62399999999999,7.5
204,AS14.03,2014-04-26,3489.053999423981,4.0,19.455,5.0,443.291,,-0.25,,,1.0,,0.2691422503343845,,2737.032,,586.442,,90.04600000000002,7.5
205,AS14.03,2014-04-27,5290.936999082568,,,,8.94,,-1.4,,56.35,1.0,,0.0655520717588992,,7382.021,,876.2230000000001,540.932,2434.284,7.6
206,AS14.03,2014-04-28,3365.2200000286102,1.0,7.876,,118.209,13.238,-1.4,28.117,16.492,1.0,,0.0826284903411332,,3497.5220000000013,,2852.190000000001,,47.72,7.0
207,AS14.03,2014-04-29,3669.9149987697606,,,,20.779,,-0.6,479.494,13.057,1.0,6.506,0.1186958482249048,,1007.323,,1792.6130000000005,,66.64899999999999,7.2
208,AS14.03,2014-04-30,4097.972999095917,,,,191.088,16.27,-1.2,,41.5,1.0,,0.0896922408290305,,2006.694,,1863.695,,85.207,7.0
209,AS14.03,2014-05-01,3744.9600000381465,1.0,,,1824.377,12.198,-0.8,,,1.0,61.166,0.1363888345921595,,3026.651,,1083.126,112.24,80.12700000000001,7.2
210,AS14.03,2014-05-02,6631.174000263214,10.0,,1.0,274.7150000000001,28.902,-1.2,43.224,,1.4,,0.1343769226947676,,4098.996999999999,,1102.3259999999998,49.673,713.9780000000001,7.6
211,AS14.03,2014-05-03,7432.300000190738,5.0,,,550.4789999999999,11.342,-0.4,,15.146,1.0,,0.1389189314363011,,3330.2909999999983,,924.108,72.50900000000001,54.141000000000005,7.75
212,AS14.03,2014-05-04,3048.189000368119,4.0,,,80.634,,-1.2,,41.416,0.8,,0.0661624066483447,,2692.8390000000004,,192.146,,37.760000000000005,7.4
213,AS14.03,2014-05-05,3253.5099997520465,2.0,,1.0,124.644,6.155,-1.0,13.243,140.589,1.0,,0.1011820050553937,,1635.6749999999993,,946.438,130.482,249.249,7.25
214,AS14.03,2014-05-06,1786.1979990005495,2.0,,,568.458,,,,12.061,,14.902,0.0864344417491167,,451.809,,980.45,,,
215,AS14.03,2014-05-07,3511.520000457764,,,,719.681,,-0.6666666666666666,,37.386,1.0,13.905,0.0944503564382072,,1184.9979999999998,,1327.231,,259.949,7.666666666666667
216,AS14.03,2014-05-08,,,,,,,,,,,,0.0,,,,,,,
241,AS14.05,2014-03-21,3032.3189995288863,2.0,,3.0,393.794,,0.0,,,1.0,,0.0501977228988561,,375.7920000000001,,2267.3790000000004,,53.848,7.25
242,AS14.05,2014-03-22,1806.1799995899205,,,,13.041,7.036,-2.0,,,-1.0,,0.0185609923352061,,641.921,,1098.569,,118.051,3.75
243,AS14.05,2014-03-23,3991.8160002231607,1.0,,9.0,269.464,,-1.4,,,-1.0,,0.085242897248086,,749.3390000000003,,2880.4480000000003,,91.277,4.4
244,AS14.05,2014-03-24,4166.945000886917,,,1.0,1117.885,153.627,-2.0,,99.938,-1.0,,0.0065358720727085,,554.26,,3652.671,,124.07,3.75
245,AS14.05,2014-03-25,9523.143001079556,,,1.0,115.586,495.038,-1.0,,157.198,0.3333333333333333,,0.0409668880042286,,2687.9569999999994,,5931.509,,253.707,5.333333333333333
246,AS14.05,2014-03-26,8523.028999567035,,,1.0,176.916,,-0.5,,124.287,0.25,,0.0392365091937256,,715.5280000000002,,7550.899999999998,,93.703,5.5
247,AS14.05,2014-03-27,11263.526001691818,1.0,,1.0,620.8579999999998,26.285,-0.6,,137.643,0.2,,0.0771758602536093,,1137.2039999999995,,8743.152999999998,,107.356,5.8
248,AS14.05,2014-03-28,4806.280000209807,1.0,345.007,,308.83,17.071,0.0,,,0.6,,0.0453245831682896,,4129.413000000002,,3767.6749999999993,,111.72199999999998,6.2
249,AS14.05,2014-03-29,2506.7190003395085,3.0,,1.0,473.50999999999993,47.14,-0.4,,32.533,1.0,,0.1044231818505304,,345.2420000000002,,1584.78,,91.39100000000002,6.4
250,AS14.05,2014-03-30,4132.284999370573,4.0,,,194.232,95.895,-0.8,,22.921,0.8,,0.0749195096161263,,360.442,,3235.621,,126.417,6.2
251,AS14.05,2014-03-31,1278.240999221801,2.0,,,110.377,66.526,-0.4,,255.71,1.0,,0.0553413217689974,,1269.7140000000004,,581.754,,122.04,6.8
252,AS14.05,2014-04-01,4642.2749993801135,,356.507,,459.605,19.131,0.0,,52.48800000000001,1.0,,0.0781259856149499,,919.047,,2799.097000000001,,68.679,7.0
253,AS14.05,2014-04-02,3362.542999029161,,308.799,,388.5299999999999,10.106000000000002,-0.2,,175.624,1.0,,0.0731261412742346,,651.506,,1747.5879999999995,,112.71900000000002,7.0
254,AS14.05,2014-04-03,4592.450999021527,,644.762,,707.5649999999998,,-1.0,,,0.8,,0.052751485335188,,251.91199999999995,,3026.876999999999,,86.589,7.2
255,AS14.05,2014-04-04,9140.195000648506,3.0,237.591,,1581.809,22.511000000000003,-0.8,,240.52,1.0,,0.0414565235748597,,272.73099999999994,,6527.512,,245.75600000000003,7.0
256,AS14.05,2014-04-05,2489.0530009269714,1.0,,,279.144,,0.0,,117.526,1.0,,0.0692884641440739,,217.571,,1322.7229999999995,,458.47,7.5
257,AS14.05,2014-04-06,4267.385000228883,2.0,6.036,,229.397,72.99799999999999,-0.4,,,1.0,,0.0773626381532749,,887.666,,3604.4189999999994,,65.893,6.8
258,AS14.05,2014-04-07,5002.378999710083,1.0,,,471.0830000000001,32.203,-0.25,,46.251,0.75,,0.0668586944189719,,348.51300000000003,,4020.0340000000015,,77.921,6.75
259,AS14.05,2014-04-08,2492.819001436234,1.0,,,271.83700000000005,,0.25,,7.044,0.0,,0.0851247802588242,,2000.8419999999992,,1472.667,,652.77,6.75
260,AS14.05,2014-04-09,7907.565998554233,1.0,7.161,,498.6260000000001,4.016,0.25,,87.147,0.75,,0.1536189527904702,,931.454,,6228.592000000001,,144.336,7.0
261,AS14.05,2014-04-10,3369.2780001163487,1.0,257.664,,489.721,4.033,0.8,,,1.0,,0.0133471201432325,,879.8850000000001,,2104.748,,1896.158,7.2
262,AS14.05,2014-04-11,5875.098001003269,,72.54299999999999,,1013.0459999999998,5.04,0.2,,,0.6,21.127,0.0946152502759936,,551.6909999999997,,4781.399999999998,,100.988,7.0
