,Unnamed: 0,id,day,screen,call,social,sms,builtin,utilities,arousal,finance,unknown,valence,office,activity,game,entertainment,weather,communication,travel,other,mood
66,124,AS14.02,2014-04-10,7844.238998651504,1.0,566.807,1.0,1303.4519999999998,2.045,0.25,0.0,0.0,0.75,0.0,0.2607506038432932,0.0,695.324,0.0,2726.237,525.1129999999999,141.214,6.5
67,125,AS14.02,2014-04-11,5810.030001163483,7.0,319.6449999999999,1.0,1548.1919999999996,0.0,-0.5,0.0,0.0,0.5,0.0,0.4244814273084368,0.0,700.7239999999999,0.0,2343.792999999999,630.9290000000002,136.128,6.0
68,126,AS14.02,2014-04-12,3658.819001197816,6.0,157.19199999999998,1.0,1826.6679999999992,6.986,-2.0,0.0,0.0,-1.0,0.0,0.3783017333120428,0.0,,0.0,1516.767,362.18500000000006,11.016,7.2
69,127,AS14.02,2014-04-13,2174.870997667313,1.0,123.07099999999998,0.0,510.9129999999998,0.0,-0.6,0.0,0.0,0.4,0.0,0.2898201182827999,0.0,371.5200000000001,0.0,855.2189999999998,159.64600000000002,79.11199999999998,8.0
70,128,AS14.02,2014-04-14,2773.043000936509,8.0,56.817,7.0,809.9719999999998,84.48800000000001,0.75,0.0,0.0,1.0,0.0,0.1870740501721279,0.0,95.772,0.0,1822.477,0.0,21.182,7.25
71,129,AS14.02,2014-04-15,701.2870004177096,14.0,25.386000000000003,1.0,98.26600000000002,0.0,-0.5,0.0,0.0,0.5,0.0,0.1736288831786874,0.0,19.658,0.0,445.917,0.0,,6.666666666666667
72,130,AS14.02,2014-04-16,109.28399968147278,16.0,,1.0,125.133,0.0,-0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3532763532763534,0.0,,0.0,,0.0,,6.5
73,131,AS14.02,2014-04-17,41.23499965667722,10.0,,7.0,2.007,0.0,0.25,0.0,0.0,0.0,0.0,0.4700854700854705,0.0,,0.0,37.601,0.0,,6.5
74,132,AS14.02,2014-04-18,,3.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,5.666666666666667
75,133,AS14.02,2014-04-19,187.3220000267031,1.0,,0.0,10.09,0.0,-0.6666666666666666,0.0,0.0,-0.3333333333333333,0.0,0.5,0.0,,0.0,72.341,0.0,,5.0
76,134,AS14.02,2014-04-20,,9.0,,3.0,,0.0,-0.6666666666666666,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,5.5
77,135,AS14.02,2014-04-21,,8.0,,0.0,,0.0,-0.5,0.0,0.0,-0.5,0.0,,0.0,,0.0,,0.0,,5.666666666666667
78,136,AS14.02,2014-04-22,13.08000016212468,15.0,106.887,2.0,,0.0,-1.3333333333333333,0.0,0.0,-0.3333333333333333,0.0,0.075,0.0,,0.0,,0.0,,5.5
79,137,AS14.02,2014-04-23,,7.0,,1.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.142857142857143,0.0,,0.0,,0.0,,7.0
80,138,AS14.02,2014-04-24,,0.0,,0.0,,0.0,-0.5,0.0,0.0,-0.5,0.0,0.0344827586206897,0.0,,0.0,,0.0,,9.0
82,168,AS14.03,2014-03-21,1664.9540009498596,5.0,,2.0,168.05500000000004,0.0,1.0,0.0,0.0,2.0,10.046,,0.0,946.017,0.0,1724.7390000000005,0.0,543.588,7.8
83,169,AS14.03,2014-03-22,2643.5370004177103,8.0,,1.0,482.0879999999999,4.35,0.8,0.0,0.0,1.0,0.0,0.1913883086450861,0.0,3915.524,0.0,458.49500000000006,168.54500000000002,89.216,8.2
84,170,AS14.03,2014-03-23,5048.337000608444,1.0,,1.0,492.576,0.0,-0.2,36.364,0.0,1.2,161.998,0.1002466983942116,0.0,1741.3910000000003,44.854,1503.1219999999996,275.405,251.529,7.8
85,171,AS14.03,2014-03-24,6248.045999526978,3.0,,0.0,92.246,5.136,-0.6,105.217,11.064,1.4,125.32500000000002,0.090740222421567,0.0,3908.043,0.0,2282.3359999999984,0.0,851.0169999999999,7.8
86,172,AS14.03,2014-03-25,3791.112000226975,6.0,,1.0,1044.495,28.843,-0.4,447.543,47.324,1.2,141.076,0.1327682855234919,0.0,1351.4160000000004,0.0,1305.0980000000002,0.0,133.63,8.25
87,173,AS14.03,2014-03-26,3985.9769988059993,1.0,,0.0,118.639,0.0,0.5,87.141,7.649,1.0,20.684,0.091153201140304,0.0,2355.873,0.0,1294.7889999999993,12.84,72.68,7.75
88,174,AS14.03,2014-03-27,3275.632001638411,3.0,,1.0,588.3359999999999,17.490000000000002,0.25,0.0,0.0,0.5,13.437,0.1031957536987308,0.0,1653.7570000000003,0.0,931.6620000000004,0.0,60.032,8.0
89,175,AS14.03,2014-03-28,3250.441998243332,3.0,,0.0,277.52599999999995,7.045,-0.5,0.0,63.787000000000006,1.5,46.206,0.1046792879790665,0.0,3351.790999999999,0.0,940.8789999999998,0.0,246.37600000000003,8.6
90,176,AS14.03,2014-03-29,2261.391000509263,0.0,,1.0,19.31,0.0,-0.2,49.371,0.0,1.6,0.0,0.1633773377586506,0.0,2529.2280000000005,0.0,152.928,0.0,104.425,8.4
91,177,AS14.03,2014-03-30,3568.718999385834,1.0,,0.0,12.869,0.0,-0.2,0.0,35.267,1.0,26.284,0.1646507152666788,0.0,2039.814,31.955,1223.6230000000005,0.0,186.054,7.4
92,178,AS14.03,2014-03-31,9398.243999958037,3.0,,1.0,2044.996,5.16,0.4,77.49100000000001,0.0,0.6,0.0,0.0836335845955086,0.0,1699.4680000000003,0.0,4412.684999999997,0.0,98.78600000000002,7.6
93,179,AS14.03,2014-04-01,3205.793999433517,2.0,,0.0,543.663,0.0,0.4,58.641,0.0,0.4,62.49,0.097414340146311,0.0,1626.554,0.0,711.7979999999999,0.0,203.234,7.4
94,180,AS14.03,2014-04-02,3364.240000724794,2.0,,0.0,854.1979999999999,0.0,0.2,65.43900000000001,0.0,0.6,18.699,0.0786881382869165,0.0,1981.504,0.0,820.5580000000001,54.145,98.842,7.8
95,181,AS14.03,2014-04-03,2312.74599981308,1.0,,0.0,19586.766,29.197000000000003,0.0,72.10300000000001,20.192,1.0,0.0,0.0836364543999837,0.0,2093.1600000000008,0.0,685.1839999999999,0.0,91.237,7.8
96,182,AS14.03,2014-04-04,3231.443998813628,0.0,,3.0,617.093,0.0,0.2,47.284,315.509,1.4,6.163,0.0871065604162596,0.0,1371.5649999999998,0.0,804.0909999999999,0.0,902.67,7.6
97,183,AS14.03,2014-04-05,3852.661998987194,6.0,,0.0,263.059,0.0,1.2,0.0,0.0,1.0,106.486,0.1144279376296362,0.0,2295.814,0.0,1110.404,19.696,60.862,6.8
98,184,AS14.03,2014-04-06,6028.5489985942895,0.0,,0.0,11.063,0.0,0.2,0.0,23.094,0.8,0.0,0.076772015485237,0.0,4234.200000000001,0.0,730.3430000000001,0.0,1024.5929999999998,7.4
99,185,AS14.03,2014-04-07,5035.644999742507,2.0,,0.0,596.0109999999999,0.0,0.2,88.197,82.764,1.0,124.681,0.1440639367890296,0.0,2513.812000000001,0.0,1787.4449999999997,0.0,72.08200000000001,7.4
100,186,AS14.03,2014-04-08,4475.891999959949,2.0,,1.0,873.53,0.0,0.4,27.089,11.128,1.2,1494.864,0.1038308889653645,0.0,1307.6369999999995,0.0,683.3639999999999,0.0,70.913,7.8
101,187,AS14.03,2014-04-09,1773.7219996452322,0.0,,0.0,23.843000000000004,0.0,0.6,31.735,50.254,1.0,16.27,0.0921222333052219,0.0,984.3600000000002,0.0,763.8649999999999,0.0,74.42000000000002,7.4
102,188,AS14.03,2014-04-10,7018.261001348491,0.0,13.22,2.0,103.689,0.0,0.4,0.0,2239.937,1.0,5.217,0.1080663991151945,0.0,2776.328,0.0,1778.9790000000007,0.0,95.092,7.6
103,189,AS14.03,2014-04-11,4983.920999288562,0.0,,0.0,102.159,4.513,0.2,17.149,28.343,1.0,9.16,0.1201880832717655,0.0,3128.489,0.0,1698.898,0.0,354.0920000000001,7.666666666666667
104,190,AS14.03,2014-04-12,2492.8179993629456,6.0,,0.0,19477.059,9.33,0.3333333333333333,0.0,21.096,1.0,0.0,0.1270373422712845,0.0,12054.726,0.0,229.648,0.0,1072.477,7.4
105,191,AS14.03,2014-04-13,7752.552998781202,1.0,,1.0,1391.4610000000002,0.0,0.2,0.0,0.0,1.0,643.756,0.0781375421662017,0.0,3217.933999999999,0.0,2391.052,0.0,4335.307,7.0
106,192,AS14.03,2014-04-14,4230.447000265119,0.0,41.365,1.0,1808.078,17.303,0.0,28.19,11.226,0.8,8.073,0.0928962657178071,0.0,1152.6689999999994,0.0,3571.216999999999,0.0,58.008,7.6
107,193,AS14.03,2014-04-15,3964.784998178483,6.0,,0.0,726.5,0.0,0.2,0.0,12.082,0.8,6.025,0.1195549985213912,0.0,1850.041999999999,0.0,2245.302,0.0,100.235,8.0
108,194,AS14.03,2014-04-16,5334.567000150679,2.0,,0.0,244.23899999999995,7.662,0.8,18.113,38.228,1.0,33.186,0.1147681692149471,0.0,3481.064,0.0,1454.3010000000004,0.0,175.37999999999997,7.25
109,195,AS14.03,2014-04-17,5006.50600028038,4.0,,2.0,1816.3600000000008,31.331,0.25,172.576,101.287,0.75,0.0,0.1408592463523663,0.0,1159.785,0.0,2048.286,0.0,167.096,7.5
110,196,AS14.03,2014-04-18,6253.73700046539,6.0,,0.0,1751.5780000000004,7.954,0.0,0.0,18.267,1.0,183.844,0.0738760828994091,0.0,4304.597,0.0,1206.113,0.0,47.28200000000001,7.8
111,197,AS14.03,2014-04-19,1441.9180002212522,4.0,,1.0,117.624,0.0,0.6,0.0,0.0,0.8,0.0,0.208229777089402,0.0,66.705,0.0,1155.189,69.034,53.494,7.5
112,198,AS14.03,2014-04-20,3489.1269993782043,3.0,,2.0,489.6720000000001,0.0,0.25,0.0,225.16000000000005,1.0,0.0,0.1468526372239469,0.0,1528.488,0.0,993.9860000000002,26.617,49.111,7.4
113,199,AS14.03,2014-04-21,6019.938000440603,3.0,,0.0,723.0600000000001,5.461,0.2,23.194,0.0,1.0,0.0,0.0208458050307714,0.0,4016.524,0.0,242.136,167.219,1681.2969999999998,7.6
114,200,AS14.03,2014-04-22,3493.3910002708426,0.0,,0.0,126.094,0.0,0.4,0.0,23.108,0.8,39.548,0.092855614460823,0.0,2342.3850000000007,0.0,1806.5020000000004,0.0,73.49100000000001,7.0
115,201,AS14.03,2014-04-23,4272.427999734879,0.0,,1.0,145.374,0.0,0.6,159.123,24.156,0.8,0.0,0.1203897193369118,0.0,2393.7420000000016,0.0,1479.5619999999997,0.0,58.527,7.4
116,202,AS14.03,2014-04-24,4893.604000329971,0.0,,0.0,115.675,0.0,-0.2,52.354,17.439,1.0,0.0,0.1060010922360682,0.0,1748.1069999999995,0.0,2815.141,0.0,159.01399999999998,7.5
117,203,AS14.03,2014-04-25,10863.719999790188,0.0,,0.0,42.124,10.174,-1.0,43.303,54.501,1.0,178.498,0.1061676182204839,0.0,3332.9510000000005,0.0,7931.976000000001,0.0,57.62399999999999,7.5
118,204,AS14.03,2014-04-26,3489.053999423981,4.0,19.455,5.0,443.291,0.0,-0.25,0.0,0.0,1.0,0.0,0.2691422503343845,0.0,2737.032,0.0,586.442,0.0,90.04600000000002,7.6
119,205,AS14.03,2014-04-27,5290.936999082568,0.0,,0.0,8.94,0.0,-1.4,0.0,56.35,1.0,0.0,0.0655520717588992,0.0,7382.021,0.0,876.2230000000001,540.932,2434.284,7.0
120,206,AS14.03,2014-04-28,3365.2200000286102,1.0,7.876,0.0,118.209,13.238,-1.4,28.117,16.492,1.0,0.0,0.0826284903411332,0.0,3497.5220000000013,0.0,2852.190000000001,0.0,47.72,7.2
121,207,AS14.03,2014-04-29,3669.9149987697606,0.0,,0.0,20.779,0.0,-0.6,479.494,13.057,1.0,6.506,0.1186958482249048,0.0,1007.323,0.0,1792.6130000000005,0.0,66.64899999999999,7.0
122,208,AS14.03,2014-04-30,4097.972999095917,0.0,,0.0,191.088,16.27,-1.2,0.0,41.5,1.0,0.0,0.0896922408290305,0.0,2006.694,0.0,1863.695,0.0,85.207,7.2
123,209,AS14.03,2014-05-01,3744.9600000381465,1.0,,0.0,1824.377,12.198,-0.8,0.0,0.0,1.0,61.166,0.1363888345921595,0.0,3026.651,0.0,1083.126,112.24,80.12700000000001,7.6
124,210,AS14.03,2014-05-02,6631.174000263214,10.0,,1.0,274.7150000000001,28.902,-1.2,43.224,0.0,1.4,0.0,0.1343769226947676,0.0,4098.996999999999,0.0,1102.3259999999998,49.673,713.9780000000001,7.75
125,211,AS14.03,2014-05-03,7432.300000190738,5.0,,0.0,550.4789999999999,11.342,-0.4,0.0,15.146,1.0,0.0,0.1389189314363011,0.0,3330.2909999999983,0.0,924.108,72.50900000000001,54.141000000000005,7.4
